"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"70370","SN 2020yyg","01:54:05.887","+07:08:58.77","SN Ia","0.073","SDSS J015405.95+070859.8","0.051","ALeRCE, ATLAS, ZTF, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","Padova-Asiago, ePESSTO+","ATLAS; Pan-STARRS1; ZTF","ZTF20acowddo","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","Ekar - AFOSC, ESO-NTT - EFOSC2-NTT","1","1","","19.6157","g-ZTF","2020-11-01 07:23:55.003","ALeRCE","",""
"70369","SN 2020yyf","20:40:09.147","-14:10:55.33","SN Ia","0.09","SDSS J204009.12-141054.8","0.101","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20acpbnzr","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.4167","r-ZTF","2020-10-30 04:35:32.001","ALeRCE","",""
"70368","AT 2020yye","00:43:13.150","+41:24:56.00","Nova","","M31","","ISSP, XOSS, ATLAS, ZTF","ISSP, XOSS, ATLAS, ZTF","None","ATLAS; ISSP; XOSS; ZTF","OMB-PNV12","ATLAS1 - ACAM1, Other - Other, P48 - ZTF-Cam","Other - Other","1","1","","18","Clear-","2020-11-05 17:42:24.192","Belligoli","",""
"70367","AT 2020yyd","22:50:16.781","+13:53:00.05","","","SDSS J225015.96+135254.6","0.13107","GSNST","GSNST","","GSNST","GSNST-20cx","Other - Other","","1","1","","19.5","Clear-","2020-11-05 21:12:40.320","Kendurkar","",""
"70366","AT 2020yyc","03:55:21.721","-09:07:53.52","","","","","YSE","Pan-STARRS1","","Pan-STARRS1","PS20kvl","PS1 - GPC1","","1","1","","21.16","r-Sloan","2020-10-20 13:01:55.200","YSE_Bot1","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70365","AT 2020yyb","00:43:39.391","+04:12:08.05","","","","","YSE","Pan-STARRS1","","Pan-STARRS1","PS20kvh","PS1 - GPC1","","1","1","","20.61","r-Sloan","2020-11-05 07:06:14.400","YSE_Bot1","",""
"70364","AT 2020yya","00:38:18.690","+03:08:33.72","","","","","YSE, Pan-STARRS1, ZTF","Pan-STARRS1, ZTF","","Pan-STARRS1; ZTF","PS20kvj","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.2","r-Sloan","2020-11-05 07:06:14.400","YSE_Bot1","",""
"70363","AT 2020yxz","02:48:44.312","+12:08:14.10","","","","","ZTF, Pan-STARRS1","ZTF, Pan-STARRS1","","Pan-STARRS1; ZTF","ZTF20acozryr","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.15","g-ZTF","2020-11-05 06:43:12.000","ZTF_Bot1","",""
"70362","AT 2020yxy","23:22:45.794","-18:02:38.88","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kvg","PS1 - GPC1","","1","1","","19.88","i-Sloan","2020-11-04 07:27:50.400","PS1_Bot1","",""
"70361","AT 2020yxx","00:21:05.460","+63:22:11.53","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fcj","Gaia - Gaia-photometric","","1","1","","18.04","G-Gaia","2020-11-03 05:22:33.600","Gaia_Bot1","",""
"70360","AT 2020yxw","00:30:35.480","+65:29:58.16","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fci","Gaia - Gaia-photometric","","1","1","","14.62","G-Gaia","2020-11-03 09:38:52.800","Gaia_Bot1","",""
"70359","SN 2020yxv","11:03:35.700","-01:23:36.10","SN Ia","0.036258","","","GaiaAlerts, ATLAS, ZTF, Pan-STARRS1","GaiaAlerts, ATLAS, ZTF, Pan-STARRS1","ZTF","ATLAS; GaiaAlerts; Pan-STARRS1; ZTF","Gaia20fch","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.79","G-Gaia","2020-11-03 23:24:00.000","Gaia_Bot1","",""
"70358","AT 2020yxu","12:23:40.830","-63:50:19.18","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fcf","Gaia - Gaia-photometric","","1","1","","17.25","G-Gaia","2020-11-03 06:27:21.600","Gaia_Bot1","",""
"70357","AT 2020yxt","12:06:42.560","-57:54:29.95","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fce","Gaia - Gaia-photometric","","1","1","","18.81","G-Gaia","2020-11-03 06:20:09.600","Gaia_Bot1","",""
"70356","AT 2020yxs","12:16:53.650","-63:29:03.52","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fcd","Gaia - Gaia-photometric","","1","1","","18","G-Gaia","2020-11-03 02:12:28.800","Gaia_Bot1","",""
"70355","AT 2020yxr","22:40:25.398","+35:17:14.95","","","","","YSE","Pan-STARRS1","","Pan-STARRS1","PS20kvc","PS1 - GPC1","","1","1","","20.57","r-Sloan","2020-10-26 07:20:38.400","YSE_Bot1","",""
"70354","AT 2020yxq","03:33:07.785","-13:54:33.03","","","","","ZTF","ZTF","","ZTF","ZTF20acpejnu","P48 - ZTF-Cam","","1","1","","17.8","r-ZTF","2020-10-06 09:47:19.104","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70353","AT 2020yxp","02:33:53.673","-05:50:01.80","","","","","ZTF","ZTF","","ZTF","ZTF19aaahjbf","P48 - ZTF-Cam","","1","1","","19.13","g-ZTF","2020-10-28 09:10:28.128","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70352","SN 2020yxo","01:47:27.121","+00:58:03.50","SN Ia","0.1","","","ZTF, ATLAS","ZTF, ATLAS","ePESSTO+","ATLAS; ZTF","ZTF18abrfccm","ATLAS1 - ACAM1, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","19.47","g-ZTF","2020-11-01 07:25:16.608","ZTF_AMPEL_COMPLETE","",""
"70351","AT 2020yxn","03:42:20.496","-26:53:59.21","","","","","ZTF","ZTF","","ZTF","ZTF20aambkok","P48 - ZTF-Cam","","1","1","","18.51","g-ZTF","2020-10-29 09:04:20.928","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70350","AT 2020yxm","03:06:23.678","-20:43:47.26","","","","","ZTF","ZTF","","ZTF","ZTF20aafuwfv","P48 - ZTF-Cam","","1","1","","18.79","r-ZTF","2020-10-14 07:37:51.744","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70349","SN 2020yxl","02:57:46.550","-20:43:15.54","SN Ia","0.117","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ePESSTO+","ATLAS; Pan-STARRS1; ZTF","ZTF20acoojba","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.01","g-ZTF","2020-11-03 08:14:10.752","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70348","SN 2020yxk","00:48:26.812","-03:43:48.67","SN II","0.13","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ePESSTO+","ATLAS; Pan-STARRS1; ZTF","ZTF20acordmt","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.24","g-ZTF","2020-11-05 04:40:48.000","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70347","AT 2020yxj","00:35:12.720","-12:55:29.18","","","","","ZTF","ZTF","","ZTF","ZTF20ackapmm","P48 - ZTF-Cam","","1","1","","19.76","g-ZTF","2020-11-05 04:40:07.392","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70346","AT 2020yxi","22:39:47.603","-22:29:34.57","","","","","ZTF","ZTF","","ZTF","ZTF19abegzha","P48 - ZTF-Cam","","1","1","","19.66","r-ZTF","2020-10-12 04:31:36.768","ZTF_AMPEL_COMPLETE","",""
"70345","AT 2020yxh","00:49:37.046","-18:47:52.45","","","","","ZTF","ZTF","","ZTF","ZTF18acekiow","P48 - ZTF-Cam","","1","1","","19.22","r-ZTF","2020-11-03 06:37:20.352","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70344","AT 2020yxg","00:29:31.656","-23:22:28.90","","","","","ZTF","ZTF","","ZTF","ZTF19abpuaxn","P48 - ZTF-Cam","","1","1","","19.14","r-ZTF","2020-10-08 06:31:58.944","ZTF_AMPEL_COMPLETE","",""
"70343","AT 2020yxf","21:15:18.839","-17:36:05.54","Other","","","","ZTF","ZTF","ePESSTO+","ZTF","ZTF20acohkja","P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.65","r-ZTF","2020-10-31 02:03:26.208","ZTF_AMPEL_COMPLETE","",""
"70342","AT 2020yxe","19:51:14.085","-07:43:53.34","","","","","ZTF","ZTF","","ZTF","ZTF20acohsar","P48 - ZTF-Cam","","1","1","","19.22","r-ZTF","2020-10-31 02:29:17.952","ZTF_AMPEL_COMPLETE","",""
"70341","SN 2020yxd","02:09:13.675","+33:02:38.09","SN Ia","0.05","","","Pan-STARRS1, ZTF, ATLAS, Fink","Pan-STARRS1, ZTF, ATLAS","UCSC","ATLAS; Pan-STARRS1; ZTF","PS20kvb","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST","1","1","","19.74","i-Sloan","2020-11-03 10:23:31.200","PS1_Bot1","",""
"70340","AT 2020yxc","01:55:42.470","+05:30:16.08","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kva","PS1 - GPC1","","1","1","","21.18","w-PS1","2020-10-24 10:55:12.000","PS2_Bot1","",""
"70339","AT 2020yxb","08:16:03.735","+32:43:05.94","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kuv","PS1 - GPC1","","1","1","","20.77","w-PS1","2020-10-24 14:36:57.600","PS2_Bot1","",""
"70338","AT 2020yxa","03:41:08.443","+41:34:58.23","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kut","PS1 - GPC1","","1","1","","19.79","i-Sloan","2020-10-25 12:08:38.400","PS2_Bot1","",""
"70337","SN 2020ywz","04:41:33.492","-22:48:31.31","SN Ia","0.114","","","Pan-STARRS1, ATLAS, REFITT","Pan-STARRS1, ATLAS, ZTF","REFITT","ATLAS; Pan-STARRS1; REFITT; ZTF","PS20kuq","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","SOAR - Goodman","1","1","","19.48","i-Sloan","2020-11-03 12:08:38.400","PS2_Bot1","",""
"70336","SN 2020ywy","01:00:33.452","-01:41:06.00","SN Ia","0.04","","","Pan-STARRS1, ATLAS","Pan-STARRS1, ATLAS","ePESSTO+","ATLAS; Pan-STARRS1","PS20kum","ATLAS1 - ACAM1, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.77","i-Sloan","2020-11-03 08:21:07.200","PS2_Bot1","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70335","SN 2020ywx","11:53:26.217","+10:53:47.43","SN IIn","0.0217","","","ATLAS, ZTF, Pan-STARRS1","ATLAS, ZTF, Pan-STARRS1","ePESSTO+","ATLAS; Pan-STARRS1; ZTF","ATLAS20bewg","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","16.478","orange-ATLAS","2020-11-04 14:52:48.000","ATLAS_Bot1","",""
"70334","AT 2020yww","06:16:53.210","-67:30:13.50","","","","","MASTER","MASTER","","MASTER","MASTER OT J061653.21-673013.5","Other - Other","","1","1","","15.4","Clear-","2020-11-04 00:33:53.856","MASTER","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70333","AT 2020ywv","04:51:58.340","-66:26:49.90","","","","","MASTER","MASTER","","MASTER","MASTER OT J045158.34-662649.9","Other - Other","","1","1","","15.2","Clear-","2020-11-04 01:28:34.464","MASTER","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70332","AT 2020ywu","04:32:39.830","-68:16:36.60","","","","","MASTER","MASTER","","MASTER","MASTER OT J043239.83-681636.6","Other - Other","","1","1","","14.9","Clear-","2020-11-04 01:33:54.144","MASTER","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"70331","AT 2020ywt","05:42:02.180","-68:16:12.40","","","","","MASTER","MASTER","","MASTER","MASTER OT J054202.18-681612.4","Other - Other","","1","1","","15.6","Clear-","2020-11-04 01:50:19.104","MASTER","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
