"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Source Group","Associated Group/s","Disc. Internal Name","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"18761","AT 2017bnh","13:46:59.97","+05:29:29.30","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpe","1","1","","19.83","w-PS1","2017-02-25 13:00:28","PS1_Bot1",""
"18762","AT 2017bni","12:06:38.20","-07:01:57.88","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpo","1","1","","20.61","w-PS1","2017-02-21 12:33:07","PS1_Bot1",""
"18763","AT 2017bnj","12:06:08.06","-04:26:47.42","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpn","1","1","","20.75","w-PS1","2017-02-21 12:31:40","PS1_Bot1",""
"18764","AT 2017bnk","12:51:59.35","+04:24:45.34","","","","","Pan-STARRS1","Pan-STARRS1","PS17bot","1","1","","21.2","w-PS1","2017-02-21 11:34:04","PS1_Bot1",""
"18765","AT 2017bnl","12:31:53.33","+03:54:53.53","","","","","Pan-STARRS1","Pan-STARRS1","PS17bos","1","1","","21","w-PS1","2017-02-21 11:26:52","PS1_Bot1",""
"18766","AT 2017bnm","12:23:03.09","-10:47:19.16","","","","","Pan-STARRS1","Pan-STARRS1","PS17bou","1","1","","21.05","w-PS1","2017-02-22 11:45:36","PS1_Bot1",""
"18767","AT 2017bnn","12:52:29.63","-12:23:59.06","","","","","Pan-STARRS1","Pan-STARRS1","PS17bow","1","1","","21.14","w-PS1","2017-02-22 11:52:48","PS1_Bot1",""
"18768","AT 2017bno","12:39:09.58","-14:00:17.96","","","","","Pan-STARRS1","Pan-STARRS1","PS17bov","1","1","","20.9","w-PS1","2017-02-22 12:07:12","PS1_Bot1",""
"18769","AT 2017bnp","13:38:58.39","-01:41:35.71","","","","","Pan-STARRS1","Pan-STARRS1","PS17boy","1","1","","21.91","w-PS1","2017-02-22 13:59:31","PS1_Bot1",""
"18770","AT 2017bnq","13:13:32.87","-06:52:59.34","","","","","Pan-STARRS1","Pan-STARRS1","PS17box","1","1","","20.58","w-PS1","2017-02-22 13:53:45","PS1_Bot1",""
"18771","AT 2017bnr","12:24:02.88","+12:08:37.80","","","","","Pan-STARRS1","Pan-STARRS1","PS17bph","1","1","","21.33","w-PS1","2017-02-24 10:45:07","PS1_Bot1",""
"18772","AT 2017bns","10:42:20.20","+16:00:20.31","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpq","1","1","","21.06","w-PS1","2017-02-24 12:24:28","PS1_Bot1",""
"18773","AT 2017bnt","12:33:17.18","+13:48:59.47","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpi","1","1","","20.29","w-PS1","2017-02-24 10:48:00","PS1_Bot1",""
"18774","AT 2017bnu","14:47:47.16","-09:14:07.29","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpk","1","1","","19.97","w-PS1","2017-02-24 14:48:28","PS1_Bot1",""
"18775","AT 2017bnv","14:07:29.80","-13:25:37.55","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpr","1","1","","20.03","w-PS1","2017-02-24 14:35:31","PS1_Bot1",""
"18776","AT 2017bnw","13:03:08.22","+07:07:16.28","","","","","Pan-STARRS1","Pan-STARRS1","PS17boz","1","1","","20.7","w-PS1","2017-02-25 12:53:16","PS1_Bot1",""
"18777","AT 2017bnx","13:22:00.47","+04:27:06.72","","","","","Pan-STARRS1","Pan-STARRS1","PS17bps","1","1","","20.67","w-PS1","2017-02-25 12:56:09","PS1_Bot1",""
"18778","AT 2017bny","13:13:19.11","+06:03:16.95","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpb","1","1","","20.85","w-PS1","2017-02-25 12:54:43","PS1_Bot1",""
"18779","AT 2017bnz","13:38:05.96","-57:22:20.53","","","","","GaiaAlerts","GaiaAlerts","Gaia17ana","1","1","","18.41","G-Gaia","2017-02-22 07:59:31","Gaia_Bot1",""
"18780","SN 2017boa","14:30:31.63","+52:42:15.57","SN Ia","","SDSS J143031.19+524225.8","0.045","","","","1","1","2017-03-01","19","r-Sloan","2017-01-18 15:00:00","Boquien",""
"18781","AT 2017bob","09:13:21.32","+07:19:54.42","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqg","1","1","","20.95","w-PS1","2017-02-27 08:32:38","PS1_Bot1",""
"18782","AT 2017boc","09:13:18.09","+07:17:06.03","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqf","1","1","","21.27","w-PS1","2017-02-27 08:32:38","PS1_Bot1",""
"18783","AT 2017bod","09:32:53.22","+06:25:24.16","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqi","1","1","","21.06","w-PS1","2017-02-27 08:34:04","PS1_Bot1",""
"18784","AT 2017boe","09:17:58.91","+00:42:40.04","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqh","1","1","","20.95","w-PS1","2017-02-27 08:47:02","PS1_Bot1",""
"18785","AT 2017bof","09:38:09.13","+05:20:37.44","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpu","1","1","","21.34","w-PS1","2017-02-27 08:38:24","PS1_Bot1",""
"18786","AT 2017bog","09:37:25.65","+02:06:01.64","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqj","1","1","","21.55","w-PS1","2017-02-27 08:35:31","PS1_Bot1",""
"18787","AT 2017boh","09:39:42.26","+01:17:09.61","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqk","1","1","","21.25","w-PS1","2017-02-27 08:35:31","PS1_Bot1",""
"18788","AT 2017boi","09:52:17.10","+20:49:58.88","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpw","1","1","","21.31","w-PS1","2017-02-22 06:51:50","PS1_Bot1",""
"18789","AT 2017boj","09:41:47.08","+15:58:29.63","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpv","1","1","","21.75","w-PS1","2017-02-22 08:06:43","PS1_Bot1",""
"18790","AT 2017bok","11:57:34.44","-05:05:05.09","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpy","1","1","","20.75","w-PS1","2017-02-21 12:31:40","PS1_Bot1",""
"18791","AT 2017bol","11:12:32.98","+16:54:17.96","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpx","1","1","","21.01","w-PS1","2017-02-22 09:01:26","PS1_Bot1",""
"18792","AT 2017bom","10:03:41.00","-05:06:58.22","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqa","1","1","","21.25","w-PS1","2017-02-25 10:23:31","PS1_Bot1",""
"18793","AT 2017bon","12:39:09.83","-14:00:17.36","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpz","1","1","","20.89","w-PS1","2017-02-22 11:49:55","PS1_Bot1",""
"18794","AT 2017boo","14:36:36.58","-14:35:29.02","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqc","1","1","","20.56","w-PS1","2017-02-24 14:44:09","PS1_Bot1",""
"18795","AT 2017bop","12:36:19.58","+10:22:25.22","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqb","1","1","","21.1","w-PS1","2017-02-24 10:49:26","PS1_Bot1",""
"18796","AT 2017boq","09:12:41.85","+06:42:13.47","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqe","1","1","","21.25","w-PS1","2017-02-27 08:32:38","PS1_Bot1",""
"18797","AT 2017bor","14:55:23.75","-13:05:05.82","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqd","1","1","","20.33","w-PS1","2017-02-24 14:47:02","PS1_Bot1",""
"18798","SN 2017bos","09:46:29.98","-21:34:19.78","SN Ia","","NGC 2996","0.02927","ASAS-SN","ASAS-SN","ASASSN-17df","1","1","","16.4","V-Johnson","2017-03-01 01:55:12","Stanek",""
"18799","AT 2017bot","02:23:41.38","-32:12:55.73","","","","","GaiaAlerts","GaiaAlerts","Gaia17ant","1","1","","20.07","G-Gaia","2017-02-10 17:09:36","Gaia_Bot1",""
"18801","AT 2017bov","11:05:00.68","-62:38:23.03","","","","","GaiaAlerts","GaiaAlerts","Gaia17anv","1","1","","17.63","G-Gaia","2017-02-26 20:15:21","Gaia_Bot1",""
"18802","AT 2017bow","10:26:53.21","-65:59:29.69","","","","","GaiaAlerts","GaiaAlerts","Gaia17anw","1","1","","18.81","G-Gaia","2017-02-27 02:21:07","Gaia_Bot1",""
"18803","AT 2017box","04:20:39.76","-62:45:00.76","","","","","GaiaAlerts","GaiaAlerts","Gaia17anx","1","1","","15.15","G-Gaia","2017-02-27 02:52:48","Gaia_Bot1",""
"18886","AT 2017bsc","01:51:10.07","-03:29:47.00","","","","","GaiaAlerts","GaiaAlerts","Gaia17any","1","1","","19.53","G-Gaia","2017-02-17 11:35:31","Gaia_Bot1",""
"19020","SN 2017bxg","10:40:34.73","-02:20:36.69","SN Ia","0.04","","","ATLAS","ATLAS","ATLAS17bjp","1","1","","18.86","cyan-ATLAS","2017-02-24 12:10:04","ATLAS_Bot1",""
"19028","AT 2017bxo","00:12:07.72","+42:28:26.40","","","","","GaiaAlerts","GaiaAlerts","Gaia17anz","1","1","","18.2","G-Gaia","2017-02-28 12:34:33","Gaia_Bot1",""
"19029","AT 2017bxp","15:03:31.92","+31:37:19.74","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoa","1","1","","18.88","G-Gaia","2017-03-01 00:33:07","Gaia_Bot1",""
"19030","AT 2017bxq","18:50:51.89","+64:30:44.35","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoc","1","1","","18.77","G-Gaia","2017-02-28 17:39:50","Gaia_Bot1",""
"19031","AT 2017bxr","04:47:24.44","-54:16:56.14","","","","","GaiaAlerts","GaiaAlerts","Gaia17aod","1","1","","18.62","G-Gaia","2017-03-01 02:58:33","Gaia_Bot1",""
"19032","AT 2017bxs","11:00:16.06","-56:34:25.10","Varstar","0","","","GaiaAlerts","GaiaAlerts","Gaia17aoe","1","1","","16.54","G-Gaia","2017-02-28 14:13:55","Gaia_Bot1",""
"19033","AT 2017bxt","11:22:28.90","-52:01:13.73","","","","","GaiaAlerts","GaiaAlerts","Gaia17aof","1","1","","18.48","G-Gaia","2017-02-28 21:56:09","Gaia_Bot1",""
"19034","AT 2017bxu","11:29:06.91","-51:12:20.12","","","","","GaiaAlerts","GaiaAlerts","Gaia17aog","1","1","","18.01","G-Gaia","2017-02-28 20:08:09","Gaia_Bot1",""
"19035","AT 2017bxv","00:49:41.02","+29:49:32.95","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoh","1","1","","17.69","G-Gaia","2017-03-01 04:32:09","Gaia_Bot1",""
"19036","AT 2017bxw","13:24:44.33","-14:23:35.66","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoi","1","1","","19.29","G-Gaia","2017-02-28 19:26:24","Gaia_Bot1",""
"19037","AT 2017bxx","02:41:26.94","+65:22:10.02","","","","","PTSS","PTSS","PTSS-17iek","1","1","","18.5","r-Sloan","2017-03-02 10:57:36","Li",""
"19038","AT 2017bxy","21:07:27.11","+58:35:01.14","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoj","1","1","","18.9","G-Gaia","2017-03-02 07:10:33","Gaia_Bot1",""
"19039","AT 2017bxz","21:52:56.56","+59:18:19.30","","","","","GaiaAlerts","GaiaAlerts","Gaia17aok","1","1","","18.89","G-Gaia","2017-03-01 11:16:48","Gaia_Bot1",""
"19040","AT 2017bya","14:00:49.17","+01:38:31.81","","","","","GaiaAlerts","GaiaAlerts","Gaia17aol","1","1","","18.95","G-Gaia","2017-03-01 07:07:40","Gaia_Bot1",""
"19041","SN 2017byb","08:23:58.68","-06:53:54.21","SN Ia","0.02175","","","ATLAS","ATLAS; Pan-STARRS1","ATLAS17bje","1","1","","18.53","cyan-ATLAS","2017-03-04 07:55:12","ATLAS_Bot1",""
"19042","SN 2017byc","15:10:01.42","+07:46:43.99","SN Ia","0.04627","","","ATLAS","ATLAS","ATLAS17biz","1","1","","18.09","cyan-ATLAS","2017-02-24 15:47:31","ATLAS_Bot1",""
"19044","AT 2017byd","12:42:52.73","-14:18:18.90","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqn","1","1","","20.72","w-PS1","2017-02-22 11:51:21","PS1_Bot1",""
"19045","AT 2017bye","12:56:03.65","-01:57:32.25","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqm","1","1","","21.29","w-PS1","2017-02-21 12:47:31","PS1_Bot1",""
"19046","AT 2017byf","09:44:48.52","+04:08:41.90","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqp","1","1","","21.38","w-PS1","2017-02-27 08:38:24","PS1_Bot1",""
"19047","AT 2017byg","13:03:53.20","-06:34:01.79","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqo","1","1","","20.63","w-PS1","2017-02-22 13:53:45","PS1_Bot1",""
"19048","AT 2017byh","07:41:25.69","+08:06:07.53","","","GALEXASC J074125.73+080609.5","","PTSS","PTSS","PTSS-17iyj","1","1","","18.8","r-Sloan","2017-03-03 12:08:16","Li",""
"19049","AT 2017byi","08:23:32.74","+01:15:42.48","","","SDSS J082332.69+011541.8","","PTSS","PTSS","PTSS-17iwq","1","1","","19.7","r-Sloan","2017-03-03 13:31:49","Li",""
"19050","SN 2017byj","15:20:07.83","+11:52:37.51","SN Ia","0.0755","","","ATLAS","ATLAS; GaiaAlerts","ATLAS17bkb","1","1","","18.25","cyan-ATLAS","2017-03-04 14:39:50","ATLAS_Bot1",""
"19051","AT 2017byk","10:32:37.60","+43:48:24.13","","","","","ATLAS","ATLAS","ATLAS17bjy","1","1","","17.64","cyan-ATLAS","2017-03-05 09:00:00","ATLAS_Bot1",""
"19052","AT 2017byl","13:08:50.61","+16:42:18.09","","","","","ATLAS","ATLAS","ATLAS17bkp","1","1","","18.22","cyan-ATLAS","2017-02-25 12:54:43","ATLAS_Bot1",""
"19053","AT 2017bym","11:31:46.39","+15:23:16.04","","","","","Pan-STARRS1","Pan-STARRS1","PS17brb","1","1","","20.45","w-PS1","2017-03-04 12:08:38","PS1_Bot1",""
"19054","AT 2017byn","10:38:15.57","+15:14:00.22","","","","","Pan-STARRS1","Pan-STARRS1","PS17bra","1","1","","19.09","i-Sloan","2017-03-05 08:18:14","PS1_Bot1",""
"19055","AT 2017byo","12:40:34.03","+02:28:16.62","","","","","Pan-STARRS1","Pan-STARRS1","PS17brd","1","1","","21.05","w-PS1","2017-03-04 10:46:33","PS1_Bot1",""
"19056","AT 2017byp","12:10:10.73","+01:47:09.86","","","","","Pan-STARRS1","Pan-STARRS1","PS17brc","1","1","","20.68","w-PS1","2017-03-04 10:39:21","PS1_Bot1",""
"19057","AT 2017byq","08:59:29.66","+07:16:39.09","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqq","1","1","","18.75","i-Sloan","2017-03-04 07:50:52","PS1_Bot1",""
"19058","AT 2017byr","09:09:18.80","-09:32:41.50","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqt","1","1","","18.95","i-Sloan","2017-03-04 09:14:24","PS1_Bot1",""
"19059","AT 2017bys","09:06:43.70","-10:56:08.47","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqs","1","1","","19.19","i-Sloan","2017-03-04 09:14:24","PS1_Bot1",""
"19060","AT 2017byt","09:38:50.99","-10:44:16.11","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqv","1","1","","18.82","i-Sloan","2017-03-04 09:23:02","PS1_Bot1",""
"19061","AT 2017byu","09:39:03.23","-11:42:43.64","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqw","1","1","","18.93","i-Sloan","2017-03-04 09:23:02","PS1_Bot1",""
"19062","SN 2017byv","10:28:27.72","+12:42:05.97","SN II","0.032","","","Pan-STARRS1","Pan-STARRS1","PS17bqz","1","1","","19.51","i-Sloan","2017-03-05 08:13:55","PS1_Bot1",""
"19063","AT 2017byw","10:13:02.12","+12:47:07.97","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqy","1","1","","20.29","i-Sloan","2017-03-05 08:12:28","PS1_Bot1",""
"19064","AT 2017byx","14:17:48.36","+52:41:54.61","","","","","ATLAS","ATLAS; Pan-STARRS1","ATLAS17bla","1","1","","18.29","orange-ATLAS","2017-03-06 12:43:12","ATLAS_Bot1",""
"19065","AT 2017byy","12:20:15.79","+56:20:46.01","","","","","ATLAS","ATLAS","ATLAS17blf","1","1","","18.95","orange-ATLAS","2017-03-06 11:45:36","ATLAS_Bot1",""
"19066","SN 2017byz","11:23:30.78","-08:39:11.84","SN II","0.0123","","","ATLAS","ATLAS","ATLAS17bja","1","1","","16.46","cyan-ATLAS","2017-03-04 10:37:55","ATLAS_Bot1",""
"19067","AT 2017bza","11:15:29.84","+35:10:59.62","","","","","ATLAS","ATLAS","ATLAS17bls","1","1","","18.5","cyan-ATLAS","2017-03-05 09:31:40","ATLAS_Bot1",""
"19068","AT 2017bzb","22:57:17.30","-41:00:57.60","","","NGC7424","","BOSS","BOSS; PESSTO","","1","1","","13","Clear-","2017-03-07 05:06:55","Parker",""
"19069","AT 2017bzc","23:16:14.69","-42:34:10.90","","","NGC7552","","BOSS","BOSS","","1","1","","12.8","Clear-","2017-03-07 05:16:28","Parker",""
"19070","AT 2017bzd","15:32:59.28","+29:27:46.08","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoo","1","1","","18.62","G-Gaia","2017-03-02 14:18:14","Gaia_Bot1",""
"19071","AT 2017bze","22:10:18.06","+53:08:35.48","","","","","GaiaAlerts","GaiaAlerts","Gaia17aop","1","1","","17.86","G-Gaia","2017-03-03 05:13:55","Gaia_Bot1",""
"19072","AT 2017bzf","19:16:38.45","+56:48:33.84","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoq","1","1","","17.62","G-Gaia","2017-03-02 19:26:24","Gaia_Bot1",""
"19073","SN 2017bzg","12:14:16.02","-38:05:48.08","SN Ia","0.05","","","GaiaAlerts","GaiaAlerts","Gaia17aor","1","1","","17.81","G-Gaia","2017-03-02 21:43:12","Gaia_Bot1",""
